Task ID,Section,Description,Owner,Dependencies,Pre-requisites,Definition of Done,Status,KPIs,Target Sprint,Artifacts To Track,Validation Method,Estimate (O/M/P),Planned Start,Planned Finish,Percent Complete,Dependency Types,Cadence
IFC-132,Security,Supply chain security: dependency pinning + SBOM generation in CI (npm/pnpm + container),Security Engineer + Backend Dev (STOA-Security),ENV-005-AI,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;POLICY:CI pipeline available; container build defined;FILE:docs/security/zero-trust-design.md;FILE:docs/security/owasp-checklist.md;FILE:docs/operations/quality-gates.md;FILE:.github/workflows/ci.yml,Dependencies pinned/locked; SBOM generated per build; SBOM stored as artifact; baseline policy documented; targets: >=100%,Completed,100% builds produce SBOM; 0 unsigned/untracked dependency changes merged,6,ARTIFACT:.github/workflows/security-sbom.yml;ARTIFACT:docs/security/supply-chain.md;EVIDENCE:.specify/sprints/sprint-6/attestations/IFC-132/context_ack.json;ARTIFACT:docs/planning/adr/ADR-021-governance-ops-release.md;ARTIFACT:docs/planning/prd-release-governance.md,AUDIT:code-review,90/180/360,2026-03-10,2026-03-17,100,ENV-005-AI:FS,
IFC-133,Security,Supply chain security: artifact signing + provenance for build outputs (images + releases),Backend Dev (STOA-Domain),IFC-132,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:SBOM generation in place; registry access configured;FILE:docs/security/zero-trust-design.md;FILE:docs/security/owasp-checklist.md;FILE:docs/shared/review-checklist.md;FILE:docs/operations/pr-checklist.md;FILE:docs/operations/release-rollback.md;FILE:docs/company/brand/visual-identity.md;FILE:.github/workflows/security-sbom.yml,Artifacts signed; verification step added; provenance attached; docs updated; targets: >=100%; verified by: pnpm test,Completed,100% prod-bound artifacts signed; verification enforced in deployment pipeline,7,ARTIFACT:docs/security/signing.md;ARTIFACT:.github/workflows/signing.yml;EVIDENCE:.specify/sprints/sprint-7/attestations/IFC-133/context_ack.json;ARTIFACT:docs/planning/adr/ADR-021-governance-ops-release.md;ARTIFACT:docs/planning/prd-release-governance.md,VALIDATE:pnpm test,90/180/360,2026-03-26,2026-04-02,100,IFC-132:FS,
IFC-134,Security,Container/image scanning in CI and registry with fail-on-critical policy,Security Engineer (STOA-Security),"ENV-003-AI,ENV-005-AI",FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Container build pipeline exists;FILE:docs/security/zero-trust-design.md;FILE:docs/security/owasp-checklist.md;FILE:docs/operations/quality-gates.md;FILE:docker-compose.yml;FILE:.github/workflows/ci.yml,Image scan runs on every build; policy blocks critical vulns; exceptions process documented; targets: >=100%,Completed,0 critical vulns in prod images; scan coverage 100% for deployable images,7,ARTIFACT:docs/security/image-scanning.md;ARTIFACT:.github/workflows/image-scan.yml;EVIDENCE:.specify/sprints/sprint-7/attestations/IFC-134/context_ack.json;ARTIFACT:docs/planning/adr/ADR-021-governance-ops-release.md;ARTIFACT:docs/planning/prd-release-governance.md,VALIDATE:pnpm typecheck;VALIDATE:pnpm test,90/180/360,2026-03-28,2026-04-04,100,"ENV-003-AI:FS,ENV-005-AI:FS",
IFC-135,Architecture,Create ADR pack for multi-tenancy; workflow engine choice; agent tool-calling; data classification & retention; audit logging,Tech Lead + Architect (STOA-Foundation),"IFC-002,GOV-001",FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;POLICY:Domain model established; architecture spike complete;FILE:docs/planning/adr/ADR-005-workflow-engine.md;FILE:docs/planning/adr/ADR-006-agent-tools.md;FILE:docs/planning/adr/ADR-007-data-governance.md;FILE:docs/planning/adr/ADR-008-audit-logging.md;FILE:docs/architecture/hex-boundaries.md;FILE:docs/architecture/repo-layout.md;FILE:docs/planning/DDD-context-map.puml;FILE:docs/architecture/adr/000-template.md;FILE:packages/db/prisma/schema.prisma,"ADRs drafted for multi-tenancy; workflow engine; tool-calling model; data classification/retention; audit logging; reviewed and approved; artifacts: ADR-004-multi-tenancy.md, ADR-005-workflow-engine.md, ADR-006-agent-tools.md; targets: >=100%",Completed,100% ADR coverage; stakeholder approval recorded,1,ARTIFACT:docs/planning/adr/ADR-004-multi-tenancy.md;ARTIFACT:docs/planning/adr/ADR-005-workflow-engine.md;ARTIFACT:docs/planning/adr/ADR-006-agent-tools.md;ARTIFACT:docs/planning/adr/ADR-007-data-governance.md;ARTIFACT:docs/planning/adr/ADR-008-audit-logging.md;ARTIFACT:artifacts/misc/adr-index.csv;EVIDENCE:.specify/sprints/sprint-1/attestations/IFC-135/context_ack.json,AUDIT:code-review,120/240/480,2025-12-30,2026-01-08,100,"IFC-002:FS,GOV-001:FS",
IFC-136,Domain,Implement Case/Matter aggregate root with tasks; deadlines; parties; lawyer assignments,Backend Dev + Domain Architect (STOA-Intelligence),"IFC-002,IFC-003",FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:DDD model finalized; tRPC API foundation ready;FILE:docs/planning/DDD-context-map.puml;FILE:packages/db/prisma/schema.prisma;FILE:docs/operations/quality-gates.md;FILE:apps/api/src/trpc.ts,Case/Matter entities created with invariants; repositories and services implemented; CRUD endpoints via tRPC; unit and integration tests pass; targets: >=90%,Completed,Coverage >=90%; response time <=50ms; correctness validated,3,ARTIFACT:packages/domain/src/legal/cases/Case.ts;ARTIFACT:packages/domain/src/legal/cases/CaseTask.ts;ARTIFACT:infra/supabase/migrations/20260104000001_case_document_fts_embeddings.sql;ARTIFACT:apps/api/src/modules/legal/cases.router.ts;EVIDENCE:.specify/sprints/sprint-3/attestations/IFC-136/context_ack.json;ARTIFACT:docs/planning/adr/ADR-024-scheduling-calendar.md;ARTIFACT:docs/planning/prd-scheduling-calendar.md,VALIDATE:pnpm test;VALIDATE:pnpm test:integration;AUDIT:code-review;GATE:coverage-gte-90,120/240/480,2026-01-25,2026-02-05,100,"IFC-002:FS,IFC-003:FS",
IFC-137,Scheduling,Develop Appointment aggregate with conflict detection; buffers; recurrence; linkage to cases and calendars,Backend Dev + Calendar Specialist (STOA-Domain),"IFC-136,IFC-003",FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Calendar provider research; case domain implemented;FILE:docs/planning/DDD-context-map.puml;FILE:packages/db/prisma/schema.prisma;FILE:docs/operations/quality-gates.md;FILE:packages/domain/src/legal/cases/Case.ts;FILE:apps/api/src/trpc.ts,"Appointment aggregate, services and repositories implemented; conflict detection logic with unit tests; recurrence rules; APIs via tRPC; scheduling integrated with case management; targets: >=95%, >=90%",Completed,Conflict detection accuracy >95%; scheduling latency <=100ms; test coverage >=90%,4,ARTIFACT:packages/domain/src/legal/appointments/Appointment.ts;ARTIFACT:packages/application/src/usecases/scheduling/index.ts;ARTIFACT:apps/api/src/modules/legal/appointments.router.ts;EVIDENCE:.specify/sprints/sprint-4/attestations/IFC-137/context_ack.json;ARTIFACT:docs/planning/adr/ADR-024-scheduling-calendar.md;ARTIFACT:docs/planning/prd-scheduling-calendar.md,VALIDATE:pnpm test;GATE:latency-check;GATE:coverage-gte-90,120/240/480,2026-02-14,2026-02-21,100,"IFC-136:FS,IFC-003:FS",
IFC-138,Integration,Integrate external calendar providers (Google/Microsoft) with bidirectional sync; webhook handling; idempotency; reconciliation,Backend Dev + DevOps (STOA-Automation),"IFC-137,IFC-106",FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:OAuth credentials obtained; appointment domain stable;FILE:docs/shared/review-checklist.md;FILE:docs/operations/quality-gates.md;FILE:docs/operations/pr-checklist.md;FILE:packages/domain/src/legal/appointments/Appointment.ts;FILE:docs/architecture/hex-boundaries.md,"Google and Microsoft calendar integrations implemented; event sync both directions with idempotency keys; reconcilers handle conflicts; error handling and retries; integration tests; artifacts: client.ts, client.ts, webhooks-config.yaml; targets: >=99%, >=1%, <30s; MicrosoftCalendarAdapter.test.ts must exist matching GoogleCalendarAdapter.test.ts patterns",Completed,Sync reliability >=99%; duplicate events <1%; sync latency <30s,5,ARTIFACT:packages/adapters/src/calendar/google/client.ts;ARTIFACT:packages/adapters/src/calendar/microsoft/client.ts;ARTIFACT:packages/adapters/src/calendar/shared/index.ts;ARTIFACT:packages/adapters/src/calendar/shared/ConflictResolver.ts;ARTIFACT:packages/adapters/src/calendar/shared/IdempotencyManager.ts;ARTIFACT:packages/adapters/src/calendar/shared/RetryHandler.ts;ARTIFACT:packages/adapters/src/calendar/__tests__/*;ARTIFACT:artifacts/misc/webhooks-config.yaml;EVIDENCE:.specify/sprints/sprint-5/attestations/IFC-138/context_ack.json;ARTIFACT:docs/planning/adr/ADR-024-scheduling-calendar.md;ARTIFACT:docs/planning/prd-scheduling-calendar.md,VALIDATE:pnpm test;GATE:provider-test-exists,180/360/720,2026-02-22,2026-03-05,100,"IFC-137:FS,IFC-106:FS",
IFC-139,AI Assistant,Expose application services as agent tools and implement human approval flows with preview and rollback for high-risk actions,AI Specialist + Backend Dev (STOA-Intelligence),"IFC-136,IFC-137,IFC-003,IFC-128",FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Agent infrastructure ready; tRPC endpoints stable;FILE:docs/planning/adr/ADR-006-agent-tools.md;FILE:docs/architecture/hex-boundaries.md;FILE:docs/shared/review-checklist.md;FILE:docs/operations/pr-checklist.md;FILE:docs/operations/release-rollback.md;FILE:packages/domain/src/legal/cases/Case.ts;FILE:packages/domain/src/legal/appointments/Appointment.ts;FILE:apps/api/src/trpc.ts;FILE:docs/shared/ai-review-checklist.md,"Agent tools for search; create; update case and appointments and draft messages; approval UI with diff preview; rollback mechanism; authorization checks; logging; tests; artifacts: agent-actions.log, context_ack.json; targets: >=100%, <30s, zero errors",Completed,100% tool actions authorized; zero unauthorized writes; user approval latency <30s,6,ARTIFACT:artifacts/misc/logs/agent-actions.log;ARTIFACT:apps/api/src/agent/approval-workflow.ts;ARTIFACT:apps/api/src/agent/authorization.ts;ARTIFACT:apps/api/src/agent/index.ts;ARTIFACT:apps/api/src/agent/logger.ts;ARTIFACT:apps/api/src/agent/types.ts;ARTIFACT:apps/api/src/agent/tools/create.ts;ARTIFACT:apps/api/src/agent/tools/draft-message.ts;ARTIFACT:apps/api/src/agent/tools/index.ts;ARTIFACT:apps/api/src/agent/tools/search.ts;ARTIFACT:apps/api/src/agent/tools/update.ts;ARTIFACT:apps/api/src/agent/__tests__/approval-workflow.test.ts;ARTIFACT:apps/api/src/agent/__tests__/authorization.test.ts;ARTIFACT:apps/api/src/agent/__tests__/logger.test.ts;ARTIFACT:apps/api/src/agent/__tests__/tools.test.ts;EVIDENCE:.specify/sprints/sprint-6/attestations/IFC-139/context_ack.json,VALIDATE:pnpm test;AUDIT:code-review,180/360/720,2026-03-08,2026-03-19,100,"IFC-136:FS,IFC-137:FS,IFC-003:FS,IFC-128:FS",
IFC-140,Compliance,Implement data governance workflows: DSAR requests; retention & legal hold policies; tenant-specific encryption key management; data residency compliance,Legal Ops + Security Eng (STOA-Security),"IFC-098,IFC-127",FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Data classification policy defined; KMS configured;FILE:docs/planning/adr/ADR-004-multi-tenancy.md;FILE:docs/planning/adr/ADR-005-workflow-engine.md;FILE:docs/planning/adr/ADR-007-data-governance.md;FILE:docs/planning/adr/ADR-008-audit-logging.md;FILE:docs/operations/quality-gates.md;FILE:docs/architecture/decision-workflow.md;FILE:packages/db/prisma/schema-audit.prisma;FILE:infra/supabase/migrations/20250124000000_rls_policies.sql,DSAR workflow implemented with identity verification; retention schedules enforced per entity; legal hold exceptions; per-tenant key management with rotation; residency controls and subprocessor registry; documentation and tests; targets: >=100%,Completed,DSAR turnaround <7 days; encryption coverage 100%; retention and legal hold compliance audited,11,ARTIFACT:docs/data-governance/dsar-process.md;ARTIFACT:docs/data-governance/retention-policy.md;ARTIFACT:artifacts/misc/kms-key-config.json;ARTIFACT:apps/api/src/workflow/dsar-workflow.ts;ARTIFACT:artifacts/misc/compliance-tests/data-governance.spec.ts;EVIDENCE:.specify/sprints/sprint-11/attestations/IFC-140/context_ack.json,VALIDATE:pnpm test,180/360/720,2026-05-17,2026-05-28,100,"IFC-098:FS,IFC-127:FS",
IFC-141,Workflow,Evaluate n8n; custom engine; and Temporal; document decision via ADR; build event-driven minimal rules engine and integrate selected workflow engine,Tech Lead + Backend Dev + Product Manager (STOA-Domain),"IFC-136,IFC-137,IFC-135,IFC-150,IFC-151",FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Domain events instrumentation ready;FILE:docs/planning/adr/ADR-005-workflow-engine.md;FILE:docs/operations/quality-gates.md;FILE:docs/architecture/adr/000-template.md;FILE:docs/architecture/decision-workflow.md;FILE:docs/company/brand/visual-identity.md;FILE:packages/domain/src/legal/cases/Case.ts;FILE:packages/domain/src/legal/appointments/Appointment.ts;FILE:docs/planning/adr/ADR-004-multi-tenancy.md;FILE:docs/events/contracts-v1.yaml;FILE:docs/operations/runbooks/dlq-triage.md,"Comparative analysis of workflow options; ADR published; POC implemented; events published for case status changes; selected engine integrated to process simple workflows; training delivered; artifacts: adr-workflow-decision.md, events-spec.yaml, context_ack.json; targets: >=95%; verified by: pnpm test",Completed,Decision ratified; POC demonstrates reliability; workflow execution success rate >95% (actual: 97.1%),10,SPEC:.specify/sprints/sprint-10/specifications/IFC-141-spec.md;PLAN:.specify/sprints/sprint-10/planning/IFC-141-plan.md;ARTIFACT:artifacts/misc/workflow-comparison-matrix.md;EVIDENCE:.specify/sprints/sprint-10/attestations/IFC-141/context_pack.md;EVIDENCE:.specify/sprints/sprint-10/attestations/IFC-141/context_ack.json;ARTIFACT:docs/planning/adr/ADR-014-workflow-engine-decision.md;ARTIFACT:artifacts/misc/events-spec.yaml,VALIDATE:pnpm test;AUDIT:code-review,180/360/720,2026-05-03,2026-05-14,100,"IFC-136:FS,IFC-137:FS,IFC-135:FS,IFC-150:FS,IFC-151:FS",
IFC-142,Operations,Define SLOs/SLIs and alerting; establish on-call and incident management process; conduct restore drills; create capacity and cost budgets for AI inference and search,SRE Lead + DevOps + Finance (STOA-Automation),ENV-008-AI,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Observability and monitoring in place; cost tracking metrics available;FILE:docs/shared/review-checklist.md;FILE:docs/operations/quality-gates.md;FILE:docs/operations/pr-checklist.md;FILE:artifacts/misc/otel-config.yaml,"SLOs and SLIs defined for core services; alert rules configured; on-call rota established with escalation policies; incident runbook prepared; restore drill executed successfully; budgets defined and monitored; targets: >=10%, >=99%, <15 min",Completed,"On-call <15min (actual: 5min), RTO <1hr (actual: 47min), cost under budget ($3,070/mo)",8,ARTIFACT:docs/operations/slo-definitions.md;ARTIFACT:artifacts/misc/alerts-config.yaml;ARTIFACT:artifacts/misc/oncall-schedule.json;ARTIFACT:docs/operations/incident-runbook.md;ARTIFACT:docs/operations/restore-drill-report.md;ARTIFACT:artifacts/reports/cost-budget.csv;ARTIFACT:artifacts/misc/otel-implementation/correlation-patterns.md;ARTIFACT:artifacts/misc/otel-implementation/implementation-guide.md;ARTIFACT:artifacts/misc/otel-implementation/instrumentation-checklist.md;EVIDENCE:.specify/sprints/sprint-8/attestations/IFC-142/context_ack.json;ARTIFACT:docs/planning/adr/ADR-021-governance-ops-release.md;ARTIFACT:docs/planning/prd-release-governance.md,AUDIT:code-review,120/240/480,2026-04-05,2026-04-14,100,ENV-008-AI:FS,
