Task ID,Section,Description,Owner,Dependencies,Pre-requisites,Definition of Done,Status,KPIs,Target Sprint,Artifacts To Track,Validation Method,Estimate (O/M/P),Planned Start,Planned Finish,Percent Complete,Dependency Types,Cadence
PG-170,Developer Pages,Architecture Docs Page,DevRel (STOA-Foundation),PG-032,FILE:apps/web/src/app/(developer)/docs/page.tsx;FILE:docs/architecture/adr/README.md;ENV:ADR content exists,"Response <200ms, Lighthouse >=90, ADRs listed and searchable; artifacts: page.tsx, adr-list.tsx",Completed,"Architecture docs indexed, 43 ADRs linked, DDD context map shown",15,ARTIFACT:apps/web/src/app/(developer)/docs/architecture/page.tsx;ARTIFACT:apps/web/src/components/developer/adr-list.tsx;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-170/attestation.json;SPEC:.specify/sprints/sprint-15/specifications/PG-170-spec.md;PLAN:.specify/sprints/sprint-15/planning/PG-170-plan.md,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,50/120/240,2026-03-01,2026-03-01,100,PG-032:FS,
PG-171,Developer Pages,Integration Resources Page,DevRel (STOA-Foundation),"PG-032,PG-034",FILE:apps/web/src/app/(developer)/docs/page.tsx;ENV:webhook docs ready,"Response <200ms, Lighthouse >=90, integrations documented; artifacts: page.tsx, integration-list.tsx",Completed,"Integrations listed, webhook + SDK + auth links working",15,ARTIFACT:apps/web/src/app/(developer)/docs/integrations/page.tsx;ARTIFACT:apps/web/src/components/developer/integration-list.tsx;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-171/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,50/120/240,2026-02-20,2026-02-20,100,"PG-032:FS,PG-034:FS",
PG-172,Billing Pages,Billing Ghost Pages - Usage Plans Upgrade Cancel and Settings,Platform BE (STOA-Foundation),"PG-025,PG-030",IMPLEMENTS:FLOW-048;FILE:docs/planning/prd-billing-portal.md;FILE:docs/architecture/adr/ADR-029-billing-architecture.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;FILE:apps/web/src/components/sidebar/configs/billing.ts;FILE:apps/web/src/components/billing/billing-portal.tsx;FILE:docs/design/navigation-reachability-audit.md;DESIGN:docs/design/mockups/billing-portal.png,Pages at /billing/usage (usage metrics vs plan limits with progress bars) /billing/plans (3-tier comparison grid Starter/Professional/Enterprise) /billing/upgrade (proration preview and confirmation) /billing/cancel (retention offer reason selection period-end behaviour) /billing/settings (billing address contact tax fields); all sidebar and billing-portal.tsx in-page links resolve; Lighthouse >=90; tests passing; verified by: pnpm test,Completed,All 5 billing ghost routes resolve; usage bars accurate; upgrade shows proration; cancel period-end confirmed; Lighthouse >=90,16,ARTIFACT:apps/web/src/app/billing/usage/page.tsx;ARTIFACT:apps/web/src/app/billing/plans/page.tsx;ARTIFACT:apps/web/src/app/billing/upgrade/page.tsx;ARTIFACT:apps/web/src/app/billing/cancel/page.tsx;ARTIFACT:apps/web/src/app/billing/settings/page.tsx;ARTIFACT:apps/web/src/components/billing/usage-dashboard.tsx;ARTIFACT:apps/web/src/components/billing/plan-comparison.tsx;ARTIFACT:apps/web/src/components/billing/upgrade-flow.tsx;ARTIFACT:apps/web/src/components/billing/cancel-flow.tsx;ARTIFACT:apps/web/src/components/billing/__tests__/usage-dashboard.test.tsx;ARTIFACT:apps/web/src/components/billing/__tests__/plan-comparison.test.tsx;ARTIFACT:apps/web/src/components/billing/__tests__/upgrade-flow.test.tsx;ARTIFACT:apps/web/src/components/billing/__tests__/cancel-flow.test.tsx;ARTIFACT:apps/web/src/components/billing/__tests__/billing-settings.test.tsx;ARTIFACT:apps/web/src/components/billing/billing-shared.tsx;ARTIFACT:apps/web/src/components/billing/billing-settings.tsx;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-172/attestation.json;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-172/attestation.json;SPEC:.specify/sprints/sprint-16/specifications/PG-172-spec.md;PLAN:.specify/sprints/sprint-16/planning/PG-172-plan.md,GATE:lighthouse-gte-90;VALIDATE:pnpm test,180/360/720,2026-03-10,2026-03-10,100,"PG-025:FS,PG-030:FS",
PG-173,Support,Ticket Configuration Pages - SLA Policies Types and Automations,Frontend Dev (STOA-Domain),"PG-137,IFC-189,IFC-093",FILE:apps/web/src/components/sidebar/configs/tickets.ts;FILE:apps/api/src/modules/ticket/ticket.router.ts;FILE:packages/domain/src/crm/ticket/Ticket.ts;FILE:packages/domain/src/support/TicketConstants.ts;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;FILE:docs/design/navigation-reachability-audit.md;DESIGN:docs/design/mockups/tickets-config.png,Pages at /tickets/sla-policies (SLA rule list with priority and time targets CRUD) /tickets/types (ticket category list with custom field definitions) /tickets/automations (trigger-condition-action rule builder for auto-assignment and status transitions); sidebar Configuration section links resolve; Lighthouse >=90; verified by: pnpm test,Completed,All 3 ticket config routes resolve; SLA rules CRUD working; types editable; automations rule engine renders; 96 total tests pass (57 frontend + 16 backend + 23 validators),16,ARTIFACT:apps/web/src/app/tickets/(list)/sla-policies/page.tsx;ARTIFACT:apps/web/src/app/tickets/types/page.tsx;ARTIFACT:apps/web/src/app/tickets/automations/page.tsx;ARTIFACT:apps/web/src/components/tickets/SLAPolicyManager.tsx;ARTIFACT:apps/web/src/components/tickets/TicketTypeManager.tsx;ARTIFACT:apps/web/src/components/tickets/AutomationRuleBuilder.tsx;ARTIFACT:apps/web/src/components/tickets/ticket-config-shared.tsx;ARTIFACT:apps/web/src/components/tickets/__tests__/SLAPolicyManager.test.tsx;ARTIFACT:apps/web/src/components/tickets/__tests__/TicketTypeManager.test.tsx;ARTIFACT:apps/web/src/components/tickets/__tests__/AutomationRuleBuilder.test.tsx;ARTIFACT:packages/validators/src/sla-policy.ts;ARTIFACT:packages/validators/src/ticket-category.ts;ARTIFACT:packages/validators/src/__tests__/ticket-config-validators.test.ts;ARTIFACT:apps/api/src/modules/ticket/ticket-config.router.ts;ARTIFACT:apps/api/src/modules/ticket/__tests__/ticket-config.router.test.ts;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-173/attestation.json;SPEC:.specify/sprints/sprint-16/specifications/PG-173-spec.md;PLAN:.specify/sprints/sprint-16/planning/PG-173-plan.md,GATE:lighthouse-gte-90;VALIDATE:pnpm test,120/240/480,2026-03-10,2026-03-10,100,"PG-137:FS,IFC-189:FS,IFC-093:FS",
PG-174,Notifications,Notification Configuration Pages - Channels and Quiet Hours,Frontend Dev (STOA-Domain),IFC-157,FILE:apps/web/src/components/sidebar/configs/notifications.ts;FILE:apps/web/src/app/notifications/settings/page.tsx;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;FILE:docs/design/navigation-reachability-audit.md;DESIGN:docs/design/mockups/notifications-config.png,Pages at /notifications/channels (delivery channel list with enable/disable toggles and per-channel config for email SMS push webhook) and /notifications/quiet-hours (weekly schedule grid with time-range pickers and day selectors for suppression windows); sidebar Configuration links resolve; Lighthouse >=90; verified by: pnpm test,Completed,Both notification config routes resolve; channels enable/disable toggles; quiet-hours schedule saves; Lighthouse >=90,16,ARTIFACT:apps/web/src/app/notifications/channels/page.tsx;ARTIFACT:apps/web/src/app/notifications/quiet-hours/page.tsx;ARTIFACT:apps/web/src/components/notifications/ChannelManager.tsx;ARTIFACT:apps/web/src/components/notifications/QuietHoursScheduler.tsx;ARTIFACT:apps/web/src/components/notifications/__tests__/ChannelManager.test.tsx;ARTIFACT:apps/web/src/components/notifications/__tests__/QuietHoursScheduler.test.tsx;SPEC:.specify/sprints/sprint-16/specifications/PG-174-spec.md;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-174/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm test,90/180/360,2026-03-10,2026-03-12,100,IFC-157:FS,
PG-175,Core CRM,Deals Trash Page - Soft-deleted deals list with restore and permanent delete,Frontend Dev (STOA-Domain),PG-135,FILE:apps/web/src/components/sidebar/configs/deals.ts;FILE:apps/api/src/modules/opportunity/opportunity.router.ts;FILE:packages/adapters/src/repositories/PrismaOpportunityRepository.ts;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;FILE:docs/design/navigation-reachability-audit.md,Page at /deals/trash showing soft-deleted deals list with deal name value stage-at-deletion date; restore action (reverts deletedAt) and permanent delete with confirmation dialog; follows /deals data-table pattern; sidebar trash link resolves; Lighthouse >=90; verified by: pnpm test,Completed,Deals trash page resolves; restore working; permanent delete with confirm dialog; data-table pattern; Lighthouse >=90,16,ARTIFACT:apps/web/src/app/deals/(list)/trash/page.tsx;ARTIFACT:apps/web/src/components/deals/TrashList.tsx;ARTIFACT:apps/web/src/components/deals/__tests__/TrashList.test.tsx;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-175/attestation.json;SPEC:.specify/sprints/sprint-16/specifications/PG-175-spec.md;PLAN:.specify/sprints/sprint-16/planning/PG-175-plan.md,GATE:lighthouse-gte-90;VALIDATE:pnpm test,60/120/240,2026-03-18,,100,PG-135:FS,
PG-176,Governance,Governance Quality Report Sub-Pages - Lighthouse Coverage and Performance views,Frontend Dev (STOA-Quality),PG-015,FILE:apps/web/src/components/sidebar/configs/governance.ts;FILE:apps/web/src/app/governance/quality-reports/page.tsx;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;FILE:docs/design/navigation-reachability-audit.md;DESIGN:docs/design/mockups/quality-reports-detail.png,Pages at /governance/quality-reports/lighthouse (Lighthouse scores by URL with category breakdown and historical trend) /governance/quality-reports/coverage (test coverage by package with statements branches functions lines) /governance/quality-reports/performance (API response time and load test results); each renders focused report type with back-link to quality-reports list; sidebar Quality links resolve; Lighthouse >=90; verified by: pnpm test,Completed,All 3 quality report sub-routes resolve; each shows focused report data; back-navigation works; Lighthouse >=90,16,ARTIFACT:apps/web/src/app/governance/quality-reports/lighthouse/page.tsx;ARTIFACT:apps/web/src/app/governance/quality-reports/coverage/page.tsx;ARTIFACT:apps/web/src/app/governance/quality-reports/performance/page.tsx;ARTIFACT:apps/web/src/components/governance/LighthouseReportView.tsx;ARTIFACT:apps/web/src/components/governance/CoverageReportView.tsx;ARTIFACT:apps/web/src/components/governance/PerformanceReportView.tsx;ARTIFACT:apps/web/src/components/governance/__tests__/LighthouseReportView.test.tsx;ARTIFACT:apps/web/src/components/governance/__tests__/CoverageReportView.test.tsx;ARTIFACT:apps/web/src/components/governance/__tests__/PerformanceReportView.test.tsx;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-176/attestation.json;SPEC:.specify/sprints/sprint-16/specifications/PG-176-spec.md;PLAN:.specify/sprints/sprint-16/planning/PG-176-plan.md,GATE:lighthouse-gte-90;VALIDATE:pnpm test,90/180/360,2026-03-15,,100,PG-015:FS,
PG-177,Analytics,Analytics Saved Report Pages - Weekly Monthly and Quarterly views,Frontend Dev (STOA-Foundation),IFC-068,FILE:apps/web/src/components/sidebar/configs/analytics.ts;FILE:apps/web/src/app/analytics/(list)/page.tsx;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;FILE:docs/design/navigation-reachability-audit.md;DESIGN:docs/design/mockups/analytics-saved-reports.png,Pages at /analytics/saved/weekly (last 7 days metrics: revenue leads tickets closed with trend indicators) /analytics/saved/monthly (last 30 days revenue breakdown by product and region) /analytics/saved/quarterly (Q4 performance summary with YoY comparison); sidebar Saved Reports links resolve; Lighthouse >=90; verified by: pnpm test,Completed,All 3 saved report routes resolve; weekly/monthly/quarterly data renders; period selector works; Lighthouse >=90,16,ARTIFACT:apps/web/src/app/analytics/(list)/saved/weekly/page.tsx;ARTIFACT:apps/web/src/app/analytics/(list)/saved/monthly/page.tsx;ARTIFACT:apps/web/src/app/analytics/(list)/saved/quarterly/page.tsx;ARTIFACT:apps/web/src/components/analytics/SavedReportView.tsx;ARTIFACT:apps/web/src/components/analytics/__tests__/SavedReportView.test.tsx;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-177/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm test,90/180/360,2026-03-16,2026-03-16,100,IFC-068:FS,
PG-178,Settings,Module Settings Pages - 11 per-module configuration pages at /settings/[module],Frontend Dev (STOA-Foundation),"PG-104,IFC-076",FILE:apps/web/src/components/sidebar/configs/leads.ts;FILE:apps/web/src/components/sidebar/configs/contacts.ts;FILE:apps/web/src/components/sidebar/configs/accounts.ts;FILE:apps/web/src/components/sidebar/configs/deals.ts;FILE:apps/web/src/components/sidebar/configs/tickets.ts;FILE:apps/web/src/components/sidebar/configs/documents.ts;FILE:apps/web/src/components/sidebar/configs/analytics.ts;FILE:apps/web/src/components/sidebar/configs/appointments.ts;FILE:apps/web/src/components/sidebar/configs/cases.ts;FILE:apps/web/src/components/sidebar/configs/tasks.ts;FILE:apps/web/src/components/ModulePaywall.tsx;FILE:apps/web/src/app/settings/account/page.tsx;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;FILE:docs/design/navigation-reachability-audit.md;DESIGN:docs/design/mockups/module-settings.png;DESIGN:docs/design/mockups/lead-settings.html;DESIGN:docs/design/mockups/lead-settings.png,Pages at /settings/leads (scoring thresholds assignment auto-qual) /settings/contacts (duplicate detection required fields tags) /settings/accounts (hierarchy industry custom fields) /settings/deals (pipeline stages win-loss reasons scoring) /settings/tickets (default SLA auto-close notification triggers) /settings/documents (file types size limits antivirus retention) /settings/reports (default range currency scheduled delivery) /settings/billing (billing address tax ID invoice contact) /settings/appointments (duration buffer calendar integration) /settings/cases (case prefix default priority auto-assign) /settings/tasks (due-date offset reminder templates); all settingsHref and ModulePaywall links resolve; follows settings/account pattern; Lighthouse >=90; verified by: pnpm test,Completed,All 11 module settings routes resolve; form fields render and save; breadcrumb navigation works; Lighthouse >=90,16,ARTIFACT:apps/web/src/app/settings/leads/page.tsx;ARTIFACT:apps/web/src/app/settings/leads/LeadSettingsContent.tsx;ARTIFACT:apps/web/src/app/settings/leads/components/LeadStagesTab.tsx;ARTIFACT:apps/web/src/app/settings/leads/components/ScoringRulesTab.tsx;ARTIFACT:apps/web/src/app/settings/leads/components/CustomFieldsTab.tsx;ARTIFACT:apps/web/src/app/settings/leads/components/AutomationTab.tsx;ARTIFACT:apps/web/src/components/settings/ModuleSettingsLayout.tsx;ARTIFACT:apps/web/src/components/settings/__tests__/ModuleSettingsLayout.test.tsx;ARTIFACT:apps/api/src/modules/lead/lead-settings.router.ts;ARTIFACT:packages/validators/src/lead-settings.ts;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-178/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm test,240/480/960,2026-03-11,2026-03-11,100,"PG-104:FS,IFC-076:FS",SPEC:.specify/sprints/sprint-16/specifications/PG-178-spec.md;PLAN:.specify/sprints/sprint-16/planning/PG-178-plan.md
DOC-002,Documentation,"Update sitemap.md to reflect actual 101 page.tsx files, add app/sitemap.ts XML generator, app/robots.ts, reconcile against navigation-reachability-audit.md",DevRel (STOA-Foundation),,FILE:docs/design/sitemap.md;FILE:docs/design/navigation-reachability-audit.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml,sitemap.md updated to 101+ pages; app/sitemap.ts generates XML sitemap; app/robots.ts exists; route count matches navigation-reachability-audit.md; verified by: pnpm test,Completed,Sitemap reflects 101+ actual routes; XML sitemap accessible at /sitemap.xml; robots.txt accessible at /robots.txt,14,ARTIFACT:docs/design/sitemap.md;ARTIFACT:apps/web/src/app/sitemap.ts;ARTIFACT:apps/web/src/app/robots.ts,VALIDATE:pnpm test,60/120/240,2026-02-23,2026-02-23,100,,
DOC-003,Documentation,"Update PAGE_MAP_AND_FLOWS.md to reflect 103 pages and current flows, verify auth diagrams, update API integration checklist, reconcile with audit",DevRel (STOA-Foundation),DOC-002,FILE:docs/design/PAGE_MAP_AND_FLOWS.md;FILE:docs/design/navigation-reachability-audit.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml,PAGE_MAP_AND_FLOWS.md updated to 103 pages; flow table current; auth diagrams verified; integration checklist reflects actual state; verified by: manual review + TC-31 automated parity test,Completed,Page count matches actual routes (103); all flows documented; integration status accurate; cross-doc consistency verified,14,ARTIFACT:docs/design/PAGE_MAP_AND_FLOWS.md,VALIDATE:pnpm lint,60/120/240,2026-02-23,2026-02-24,100,DOC-002:FS,
DOC-004,Documentation,"Update ui-flow-mapping.md cross-reference matrix to 103 routes, verify API router procedure counts (39 routers, 366 procedures), update implementation and backend integration status",DevRel (STOA-Foundation),DOC-002,FILE:docs/design/ui-flow-mapping.md;FILE:docs/design/navigation-reachability-audit.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml,ui-flow-mapping.md reflects 103 routes; 39 API routers with 366 procedures verified; implementation status accurate; backend integration status current; verified by: manual review + spot-checks,Completed,Route count matches actual (103); procedure counts verified (366); no stale status entries; 12/12 AC passed,14,ARTIFACT:docs/design/ui-flow-mapping.md,VALIDATE:pnpm lint,90/180/360,2026-02-23,2026-02-24,100,DOC-002:FS,
DOC-005,Documentation,"Complete overhaul of page-registry.md from 8 routes to all 101 routes with task ID, KPI targets, code file path, component breakdown, API router, E2E test path, RACI assignments",DevRel (STOA-Foundation),DOC-002,FILE:docs/design/page-registry.md;FILE:docs/design/navigation-reachability-audit.md;FILE:docs/design/ui-flow-mapping.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml,page-registry.md covers all 101 routes; status reflects verified state; KPI targets for each page; RACI assignments updated; component breakdowns current; verified by: manual review,Completed,All 103 routes registered; 0 stale status entries; KPI targets defined for all pages,14,ARTIFACT:docs/design/page-registry.md,VALIDATE:pnpm lint,120/240/480,2026-02-23,2026-02-24,100,DOC-002:FS,
