Task ID,Section,Description,Owner,Dependencies,Pre-requisites,Definition of Done,Status,KPIs,Target Sprint,Artifacts To Track,Validation Method,Estimate (O/M/P),Planned Start,Planned Finish,Percent Complete,Dependency Types,Cadence
PG-027,Billing Pages,Invoices,Platform BE (STOA-Foundation),"PG-025,IFC-198",IMPLEMENTS:FLOW-048;FILE:docs/planning/prd-billing-portal.md;FILE:docs/architecture/adr/ADR-029-billing-architecture.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Invoice list;ENV:PDF generation;FILE:apps/web/src/app/billing/page.tsx,"Response <200ms, Lighthouse ≥90, invoices displayed; artifacts: page.tsx, invoice-list.tsx, pdf-generator.ts",Completed,"Invoices listed, PDFs generating, downloads working",14,ARTIFACT:apps/web/src/app/billing/invoices/page.tsx;ARTIFACT:apps/web/src/components/billing/invoice-list.tsx;ARTIFACT:apps/web/src/lib/billing/pdf-generator.ts;EVIDENCE:.specify/sprints/sprint-14/attestations/PG-027/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-02-20,2026-02-20,100,"PG-025:FS,IFC-198:FS",
PG-028,Billing Pages,Invoice Detail,Platform BE (STOA-Foundation),"PG-027,IFC-198",IMPLEMENTS:FLOW-048;FILE:docs/planning/prd-billing-portal.md;FILE:docs/architecture/adr/ADR-029-billing-architecture.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Invoice template;ENV:line items shown;FILE:apps/web/src/app/billing/invoices/page.tsx,"Response <200ms, Lighthouse ≥90, details displayed; artifacts: page.tsx, invoice-detail.tsx, invoice-actions.ts",Completed,"Invoice details shown, line items clear, actions available",14,ARTIFACT:apps/web/src/app/billing/invoices/[id]/page.tsx;ARTIFACT:apps/web/src/components/billing/invoice-detail.tsx;ARTIFACT:apps/web/src/lib/billing/invoice-actions.ts;EVIDENCE:.specify/sprints/sprint-14/attestations/PG-028/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-02-22,2026-02-22,100,"PG-027:FS,IFC-198:FS",
PG-029,Billing Pages,Payment Methods,Platform BE (STOA-Foundation),"PG-025,IFC-198",IMPLEMENTS:FLOW-048;FILE:docs/planning/prd-billing-portal.md;FILE:docs/architecture/adr/ADR-029-billing-architecture.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Card management;ENV:default selection;FILE:apps/web/src/app/billing/page.tsx,"Response <200ms, Lighthouse ≥90, cards managed; artifacts: page.tsx, payment-methods.tsx, card-manager.ts",Completed,"Cards managed, defaults set, updates working",14,ARTIFACT:apps/web/src/app/billing/payment-methods/page.tsx;ARTIFACT:apps/web/src/components/billing/payment-methods.tsx;ARTIFACT:apps/web/src/lib/billing/card-manager.ts;ARTIFACT:apps/web/src/components/billing/__tests__/payment-methods.test.tsx;ARTIFACT:apps/web/src/components/billing/__tests__/payment-methods.supplementary.test.tsx;ARTIFACT:apps/web/src/app/billing/payment-methods/__tests__/page.test.tsx;ARTIFACT:apps/web/src/components/billing/index.ts;ARTIFACT:packages/adapters/src/payments/stripe/types.ts;ARTIFACT:packages/adapters/src/payments/stripe/handlers/customers.ts;ARTIFACT:apps/api/src/modules/billing/billing.router.ts;ARTIFACT:apps/api/src/modules/billing/__tests__/billing.router.test.ts;EVIDENCE:.specify/sprints/sprint-14/attestations/PG-029/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-02-22,2026-02-22,100,"PG-025:FS,IFC-198:FS",
PG-030,Billing Pages,Subscriptions,Platform BE (STOA-Foundation),"PG-025,IFC-198",IMPLEMENTS:FLOW-048;FILE:docs/planning/prd-billing-portal.md;FILE:docs/architecture/adr/ADR-029-billing-architecture.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Plan management;ENV:upgrade/downgrade;FILE:apps/web/src/app/billing/page.tsx,"Response <200ms, Lighthouse ≥90, plans managed; artifacts: page.tsx, subscription-manager.tsx, plan-changes.ts",Completed,"Subscriptions managed, changes processed, prorations calculated",14,ARTIFACT:apps/web/src/app/billing/subscriptions/page.tsx;ARTIFACT:apps/web/src/components/billing/subscription-manager.tsx;ARTIFACT:apps/web/src/lib/billing/plan-changes.ts;EVIDENCE:.specify/sprints/sprint-14/attestations/PG-030/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,90/180/360,2026-02-22,2026-02-22,100,"PG-025:FS,IFC-198:FS",
PG-031,Billing Pages,Receipts,Platform BE (STOA-Foundation),"PG-025,IFC-198",IMPLEMENTS:FLOW-048;FILE:docs/planning/prd-billing-portal.md;FILE:docs/architecture/adr/ADR-029-billing-architecture.md;FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Receipt list;ENV:email delivery;FILE:apps/web/src/app/billing/page.tsx,"Response <200ms, Lighthouse ≥90, receipts accessible; artifacts: page.tsx, receipt-list.tsx, receipt-emailer.ts",Completed,"Receipts listed, emails sent, downloads available",14,ARTIFACT:apps/web/src/app/billing/receipts/page.tsx;ARTIFACT:apps/web/src/components/billing/receipt-list.tsx;ARTIFACT:apps/web/src/lib/billing/receipt-emailer.ts;EVIDENCE:.specify/sprints/sprint-14/attestations/PG-031/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-07-08,2026-07-10,100,"PG-025:FS,IFC-198:FS",
PG-032,Developer Pages,Docs Index,DevRel (STOA-Foundation),IFC-079,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Documentation structure;ENV:search ready;FILE:docs/docusaurus.config.js,"Response <200ms, Lighthouse ≥90, docs searchable; artifacts: page.tsx, docs-search.tsx, docs-navigation.tsx",Completed,"Docs indexed, search working, navigation clear",15,ARTIFACT:apps/web/src/app/(developer)/docs/page.tsx;ARTIFACT:apps/web/src/components/shared/docs-search.tsx;ARTIFACT:apps/web/src/components/shared/docs-navigation.tsx;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-032/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,50/180/360,2026-02-09,2026-02-10,100,IFC-079:FS,
PG-033,Developer Pages,API Docs,DevRel (STOA-Foundation),PG-032,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:API reference;ENV:interactive examples;FILE:apps/web/src/app/(developer)/docs/page.tsx,"Response <200ms, Lighthouse ≥90, examples runnable; artifacts: page.tsx, api-reference-client.tsx (Scalar built-in playground)",Completed,"API documented, examples working, playground active",15,ARTIFACT:apps/web/src/app/(developer)/docs/api/page.tsx;ARTIFACT:apps/web/src/components/shared/api-reference-client.tsx;ARTIFACT:apps/web/src/app/api/openapi/route.ts;ARTIFACT:apps/api/scripts/generate-openapi.ts;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-033/attestation.json;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-033/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,90/180/360,2026-07-14,2026-07-18,100,PG-032:FS,
PG-034,Developer Pages,Webhooks Docs,DevRel (STOA-Foundation),PG-032,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Webhook events;ENV:payload examples;FILE:apps/web/src/app/(developer)/docs/page.tsx,"Response <200ms, Lighthouse ≥90, webhooks documented; verified by: pnpm test",Completed,"Webhooks documented, examples clear, testing enabled",15,ARTIFACT:apps/web/src/app/(developer)/docs/webhooks/page.tsx;ARTIFACT:apps/web/src/components/developer/webhook-docs.tsx;ARTIFACT:apps/web/src/components/developer/webhook-tester.tsx;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-034/attestation.json,VALIDATE:pnpm test;GATE:lighthouse-gte-90,90/180/360,2026-02-23,2026-02-23,100,PG-032:FS,
PG-035,Developer Pages,Changelog,DevRel (STOA-Foundation),PG-032,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Version history;ENV:breaking changes;FILE:apps/web/src/app/(developer)/docs/page.tsx,"Response <200ms, Lighthouse ≥90, changelog displayed; artifacts: page.tsx, changelog-display.tsx, rss-feed.ts",Completed,"Changelog shown, versions tracked, RSS feed available",15,ARTIFACT:apps/web/src/app/(developer)/docs/changelog/page.tsx;ARTIFACT:apps/web/src/components/developer/changelog-display.tsx;ARTIFACT:apps/web/src/lib/developer/rss-feed.ts;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-035/attestation.json;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-035/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-07-18,2026-02-24,100,PG-032:FS,
PG-036,Developer Pages,SDK Guides,DevRel (STOA-Foundation),PG-032,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Language SDKs;ENV:quickstart guides;FILE:docs/company/brand/visual-identity.md;FILE:apps/web/src/app/(developer)/docs/page.tsx,"Response <200ms, Lighthouse ≥90, SDKs documented",Completed,"SDKs documented, quickstarts clear, downloads available",15,ARTIFACT:apps/web/src/app/(developer)/docs/sdk/page.tsx;ARTIFACT:apps/web/src/components/developer/sdk-guides.tsx;ARTIFACT:apps/web/src/lib/developer/sdk-downloads.ts;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-036/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,90/180/360,2026-02-24,2026-02-24,100,PG-032:FS,
PG-037,Developer Pages,CLI Docs,DevRel (STOA-Foundation),PG-032,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:CLI commands;ENV:installation guide;FILE:apps/web/src/app/(developer)/docs/page.tsx,"Response <200ms, Lighthouse ≥90, CLI documented",Completed,"CLI documented, commands listed, examples shown",15,ARTIFACT:apps/web/src/app/(developer)/docs/cli/page.tsx;ARTIFACT:apps/web/src/components/developer/cli-docs.tsx;ARTIFACT:apps/web/src/components/developer/cli-examples.tsx;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-037/attestation.json;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-037/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-02-25,2026-02-25,100,PG-032:FS,
PG-038,Developer Pages,Auth Guides,DevRel (STOA-Foundation),PG-032,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:OAuth flow;ENV:token management;FILE:docs/company/brand/visual-identity.md;FILE:apps/web/src/app/(developer)/docs/page.tsx,"Response <200ms, Lighthouse ≥90, auth explained; artifacts: page.tsx, auth-guides.tsx, auth-examples.tsx",Completed,"Auth documented, flows clear, examples provided; V8 coverage: Stmts 93.54% Branches 83.33% Functions 94.73% Lines 96.55%; 54 tests (4 files); STOA Foundation PASS",15,ARTIFACT:apps/web/src/app/(developer)/docs/auth/page.tsx;ARTIFACT:apps/web/src/components/developer/auth-guides.tsx;ARTIFACT:apps/web/src/components/developer/auth-examples.tsx;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-038/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-02-25,2026-02-25,100,PG-032:FS,
PG-039,Developer Pages,Dev Apps,DevRel (STOA-Foundation),PG-032,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:App management;ENV:API keys;FILE:apps/web/src/app/(developer)/docs/page.tsx,"Response <200ms, Lighthouse ≥90, apps managed; artifacts: page.tsx, app-list.tsx, api-key-generator.ts",Completed,"Apps listed, keys generated, settings configured",15,ARTIFACT:apps/web/src/app/(developer)/developers/apps/page.tsx;ARTIFACT:apps/web/src/components/developer/app-list.tsx;ARTIFACT:apps/web/src/lib/developer/api-key-generator.ts;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-039/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,90/180/360,2026-02-23,2026-02-23,100,PG-032:FS,
PG-040,Developer Pages,New Dev App,DevRel (STOA-Foundation),PG-039,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:App creation form;ENV:OAuth setup;FILE:apps/web/src/app/(developer)/developers/apps/page.tsx,"Response <200ms, Lighthouse ≥90, apps created; artifacts: page.tsx, app-creator.tsx, oauth-setup.ts",Completed,"Apps created, OAuth configured, webhooks set",15,ARTIFACT:apps/web/src/app/(developer)/developers/apps/new/page.tsx;ARTIFACT:apps/web/src/components/developer/app-creator.tsx;ARTIFACT:apps/web/src/lib/developer/oauth-setup.ts;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-040/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-02-25,2026-02-27,100,PG-039:FS,
PG-041,Developer Pages,Dev App Detail,DevRel (STOA-Foundation),PG-039,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:App dashboard;ENV:usage metrics;FILE:apps/web/src/app/(developer)/developers/apps/page.tsx,"Response <200ms, Lighthouse ≥90, metrics displayed; artifacts: page.tsx, app-dashboard.tsx, app-metrics.tsx",Completed,"App details shown, metrics displayed, logs available",15,ARTIFACT:apps/web/src/app/(developer)/developers/apps/[id]/page.tsx;ARTIFACT:apps/web/src/components/developer/app-dashboard.tsx;ARTIFACT:apps/web/src/components/developer/app-metrics.tsx;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-041/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-02-24,2026-02-24,100,PG-039:FS,
PG-042,Developer Pages,Dev App Edit,DevRel (STOA-Foundation),PG-041,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Settings form;ENV:webhook config;FILE:apps/web/src/app/(developer)/developers/apps/[id]/page.tsx,"Response <200ms, Lighthouse ≥90, settings updated; artifacts: page.tsx, app-editor.tsx, webhook-config.tsx",Completed,"Settings editable, webhooks configured, changes saved",15,ARTIFACT:apps/web/src/app/(developer)/developers/apps/[id]/edit/page.tsx;ARTIFACT:apps/web/src/components/developer/app-editor.tsx;ARTIFACT:apps/web/src/components/developer/webhook-config.tsx;EVIDENCE:.specify/sprints/sprint-15/attestations/PG-042/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,60/120/240,2026-02-27,2026-02-27,100,PG-041:FS,
PG-043,Support Pages,Help Center Index,Support Eng (STOA-Domain),IFC-076,FILE:.specify/memory/Framework.md;FILE:audit-matrix.yml;ENV:Help structure;POLICY:categories defined;FILE:artifacts/reports/accessibility-audit.json,"Response <200ms, Lighthouse ≥90, help searchable; artifacts: page.tsx, help-categories.tsx, help-search.tsx",Completed,"Help center live, categories organized, search working",16,ARTIFACT:apps/web/src/app/help-center/(list)/page.tsx;ARTIFACT:apps/web/src/components/support/help-categories.tsx;ARTIFACT:apps/web/src/components/support/help-search.tsx;EVIDENCE:.specify/sprints/sprint-16/attestations/PG-043/attestation.json,GATE:lighthouse-gte-90;VALIDATE:pnpm --filter @intelliflow/web typecheck;VALIDATE:pnpm --filter @intelliflow/web test --run,90/180/360,2026-02-28,2026-02-28,100,IFC-076:FS,
