Task ID,Section,Description,Owner,Dependencies,Pre-requisites,Definition of Done,Status,KPIs,Target Sprint,Artifacts To Track,Validation Method,Estimate (O/M/P),Planned Start,Planned Finish,Percent Complete,Dependency Types,Cadence
ENG-OPS-002.R01,Engineering Operations,"Remediation R01 [Critical/SEC-001]: tenant-isolation fix — scope email searchContacts query by tenantId (currently unscoped ctx.prisma, cross-tenant contact enumeration)",security-lead,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,searchContacts where-clause scoped by tenantId (or ctx.prismaWithTenant); cross-tenant negative test added; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:apps/api/src/modules/email/inbound.router.ts;EVIDENCE:.specify/sprints/sprint-19/attestations/ENG-OPS-002.R01/attestation.json,VALIDATE:pnpm test,30/45/90,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R02,Engineering Operations,"Remediation R02 [Critical/QUAL-003+004]: dedup evaluator correctness — threshold nullish-coalescing (?? 100) + empty-composite guard, un-skip the 2 property tests",domain-expert,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,duplicate-rule-evaluator threshold uses ?? not ||; empty composite returns empty; 2 skipped dedup property tests un-skipped and green; verified by: pnpm test,Completed,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:packages;tests/property/unit/crm/dedup-evaluator.prop.test.ts;EVIDENCE:.specify/sprints/sprint-19/attestations/ENG-OPS-002.R02/attestation.json,VALIDATE:pnpm test,60/120/180,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R03,Engineering Operations,Remediation R03 [Critical/STALE-001+002]: stale-doc cleanup — fix CLAUDE.md sprint/task-count anchor and regenerate/deprecate sprint-18 _summary.json,devops-lead,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,CLAUDE.md no longer claims Sprint 6/316 tasks; sprint-18 _summary.json reflects reality or is removed with consumers repointed; verified by: pnpm validate:docs-integrity,Completed,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:CLAUDE.md;.specify/sprints/sprint-18/_summary.json;EVIDENCE:.specify/sprints/sprint-19/attestations/ENG-OPS-002.R03/attestation.json,VALIDATE:pnpm test,30/75/120,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R04,Engineering Operations,Remediation R04 [Critical/DDD-001][REVIEW]: Lead->Deal conversion transaction atomicity (unit-of-work across 4 aggregates) — HELD for design review,backend-architect,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,Conversion commits/rolls back atomically; requires TransactionClient design; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:packages/application/src/usecases/leads/ConvertLeadToDealUseCase.ts,VALIDATE:pnpm test,360/480/720,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R05,Engineering Operations,Remediation R05 [Critical/HEX-001][REVIEW]: wire ticket port into composition root or delete orphan port — HELD for design decision,backend-architect,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,TicketService consumes TicketRepositoryPort OR orphan port removed; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,20,ARTIFACT:apps/api/src/container.ts;apps/api/src/services/TicketService.ts,VALIDATE:pnpm test,180/240/360,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R06,Engineering Operations,"Remediation R06 [Critical/HEX-005][REVIEW]: appointments router use-case migration (~28 direct prisma sites) — HELD, 20+ file refactor",backend-architect,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,Read/link/attendee surfaces routed through use cases; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,20,ARTIFACT:apps/api/src/modules/legal/appointments.router.ts,VALIDATE:pnpm test,480/600/900,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R07,Engineering Operations,"Remediation R07 [Critical/QUAL-015][REVIEW]: consolidate diverging prompt-sanitizer into one canonical module — HELD, security design decision",security-lead,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,Single sanitizer source of truth re-exported to both call sites; architecture test guards duplication; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:apps/api/src/shared/prompt-sanitizer.ts;packages/adapters/src/shared/prompt-sanitizer.ts,VALIDATE:pnpm test,180/240/360,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R08,Engineering Operations,Remediation R08 [High/HEX-002+003]: ticket hexagonal extraction (TicketService/TicketRoutingService -> use cases behind port),backend-architect,ENG-OPS-002.R05,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,"Ticket orchestration + routing behind TicketRepositoryPort, unit-testable without Prisma; verified by: pnpm test",Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,20,ARTIFACT:apps/api/src/services/TicketService.ts;apps/api/src/services/TicketRoutingService.ts,VALIDATE:pnpm test,360/540/720,2026-07-22,2026-08-15,0,ENG-OPS-002.R05:FS,
ENG-OPS-002.R09,Engineering Operations,Remediation R09 [High/HEX-004]: LeadRoutingService depends on LeadRepositoryPort instead of raw PrismaClient,backend-architect,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,LeadRoutingService uses PrismaLeadRepository via port; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,20,ARTIFACT:apps/api/src/services/LeadRoutingService.ts,VALIDATE:pnpm test,120/180/300,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R10,Engineering Operations,"Remediation R10 [High/QUAL-001+002]: ticket + task aggregate state-machine transition guards, un-skip the property tests",domain-expert,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,Terminal-state mutations rejected by transition tables; property tests un-skipped and green; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:packages/domain;tests/property/unit/crm/ticket-domain.prop.test.ts;tests/property/unit/crm/task-domain.prop.test.ts,VALIDATE:pnpm test,240/360/540,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R11,Engineering Operations,Remediation R11 [High/DDD-002]: persist domain events (outbox) inside the same transaction as aggregate state (ADR-011 zero-lost-events),backend-architect,ENG-OPS-002.R04,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,Outbox rows written in the aggregate save transaction; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:packages/application/src/usecases/leads/CreateLeadUseCase.ts,VALIDATE:pnpm test,240/360/540,2026-07-22,2026-08-15,0,ENG-OPS-002.R04:FS,
ENG-OPS-002.R12,Engineering Operations,Remediation R12 [High/DDD-003+004]: TenantId value object + move lead auto-qualify policy into the Lead aggregate,domain-expert,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,TenantId VO with Result.create; Lead.applyAiScore encapsulates auto-qualify; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,20,ARTIFACT:packages/domain/src/shared/TenantId.ts;packages/domain/src/crm/lead/Lead.ts,VALIDATE:pnpm test,600/840/1200,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R13,Engineering Operations,Remediation R13 [High/QUAL-012]: add eslint no-disabled-tests gate (allow-list w/ linked issue) and reconcile the 21 skipped property tests,devops-lead,"ENG-OPS-002.R02,ENG-OPS-002.R10",FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,Skips blocked by lint unless issue-linked; existing 21 reconciled; verified by: pnpm lint,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:eslint.config.mjs;docs/architecture/adr/ADR-054-property-based-race-condition-testing.md,VALIDATE:pnpm test,60/90/150,2026-07-22,2026-08-15,0,"ENG-OPS-002.R02:FS,ENG-OPS-002.R10:FS",
ENG-OPS-002.R14,Engineering Operations,Remediation R14 [High/PERF-003]: enable pg_trgm + GIN trigram indexes for free-text search (kill ILIKE seq-scans),data-engineer,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,pg_trgm migration + gin_trgm_ops indexes on searched columns; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,20,ARTIFACT:infra/supabase/migrations;apps/api/src/modules/misc/global-search.router.ts,VALIDATE:pnpm test,360/480/720,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R15,Engineering Operations,Remediation R15 [High/GOV-A-003]: triage 175/447 schema-validation failures (regenerate vs fix) and wire validate:schemas into pre-ship,stoa-automation,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,validate:schemas green; wired as hard pre-ship gate; verified by: pnpm validate:schemas,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:apps/project-tracker/docs/metrics/schemas;scripts/pre-ship.mjs,VALIDATE:pnpm test,360/600/900,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R16,Engineering Operations,Remediation R16 [High/GOV-A-001+002]: backfill 18 missing Sprint-18 attestations + record the 177-task provenance gap in debt ledger,devops-lead,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,"The 18 tasks (PG-196..209, INFRA-TF-001..005) have canonical attestation.json w/ git_commit; provenance gap tracked; verified by: pnpm validate:sprint-data",Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:.specify/sprints/sprint-18/attestations;artifacts/metrics/debt-ledger.yaml,VALIDATE:pnpm test,480/720/1080,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R17,Engineering Operations,Remediation R17 [High/QUAL-013]: decide ERP/SAP connector — complete SAPAdapter to un-skip 19 tests OR formally mark deferred in sprint plan,backend-architect,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,SAP connector test suite executed OR ERP/SAP formally deferred with tracking; verified by: pnpm test,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,backlog,ARTIFACT:packages/adapters/src/erp/sap/client.ts;tests/integration/connectors/erp.test.ts,VALIDATE:pnpm test,30/60/120,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
ENG-OPS-002.R18,Engineering Operations,Remediation R18 [Medium batch]: triage the 39 Medium findings (ddd/hexagonal/security/perf/quality/stale) into focused Sprint-19 follow-ups,Tech Lead,ENG-OPS-002,FILE:artifacts/reports/sprint-19/baseline/remediation-candidates.json;FILE:artifacts/reports/sprint-19/baseline/remediation-execution-plan.md,All 39 Medium findings triaged and bucketed; verified by: manual review,Backlog,Finding remediated with reproducible before/after evidence; no new suppressions,19,ARTIFACT:artifacts/reports/sprint-19/baseline/remediation-candidates.json,VALIDATE:pnpm test,240/480/960,2026-07-22,2026-08-15,0,ENG-OPS-002:FS,
