Task ID,Section,Description,Owner,Dependencies,Pre-requisites,Definition of Done,Status,KPIs,Target Sprint,Artifacts To Track,Validation Method,Estimate (O/M/P),Planned Start,Planned Finish,Percent Complete,Dependency Types,Cadence
IFC-243,Core CRM,"Lead Frontend Consistency - StatusBadge, Toast, window.prompt. Fix 3 MEDIUM issues: (1) window.prompt() used for note input at line 1951 - blocks UI, no multi-line, poor UX [F5]. Replace with Dialog/Sheet component. (2) Two different StatusBadge implementations - inline LeadStatusBadge vs shared component with different color schemes [F6]. Consolidate to shared component. (3) Two Toast patterns - sonner toast.success() vs shadcn useToast() used inconsistently across lead pages [F7]. Standardize to one pattern.",Frontend Dev (STOA-Quality),,,Note input uses Dialog component with textarea; single StatusBadge component shared across lead pages; single Toast pattern across all lead pages; tests >=90%,Backlog,0 window.prompt() calls; 1 StatusBadge implementation; 1 Toast pattern,20,apps/web/src/app/leads/[id]/page.tsx; apps/web/src/components/shared/,Component tests + visual regression,2/3/5,,,0,,Continuous
IFC-244,Core CRM,"Dashboard Widget Real Data - ActiveLeads, TotalLeads, Analytics. Fix 3 HIGH/MEDIUM issues: (1) ActiveLeadsWidget fully hardcoded with static '1,240' and 'vs 1,100 last month' [F2]. (2) TotalLeadsWidget shows hardcoded '+12%' trend [W6]. (3) Analytics page for leads uses sample data arrays, no API queries [W7]. Fix: Wire ActiveLeadsWidget to lead.stats API, compute real trend from monthly comparison, wire Analytics page to real lead data endpoints.",Frontend Dev (STOA-Quality),,,ActiveLeadsWidget shows real count from API; TotalLeadsWidget trend computed from actual monthly data; Analytics page queries real lead data; no hardcoded numeric values; tests >=90%,Backlog,0 hardcoded values in dashboard widgets; real data verified against API,20,apps/web/src/components/dashboard/widgets/ActiveLeadsWidget.tsx; apps/web/src/components/dashboard/widgets/TotalLeadsWidget.tsx; apps/web/src/app/analytics/(list)/page.tsx,Widget integration tests + API contract verification,3/4/6,,,0,,Continuous
IFC-245,Core CRM,"Lead Activity Timeline Unification. Fix HIGH issue: logActivity creates LeadActivity records but these are NOT fed into the unified TimelineEvent system (IFC-069). Lead activities exist in a parallel silo [W1]. Also fix: No email-to-lead association - inbound emails not linked to leads by sender address [W2]. Fix: Create TimelineEvent adapter for LeadActivity, add email-to-lead matching in inbound parser, ensure lead detail 'All Sources' toggle shows unified data.",Backend Dev (STOA-Domain),IFC-069:FS,,LeadActivity records appear in unified timeline; inbound emails matched to leads by sender; lead detail All Sources view shows real unified data; tests >=90%,Backlog,LeadActivity → TimelineEvent mapping verified; email-to-lead match rate >0,20,apps/api/src/modules/lead/lead.router.ts; apps/api/src/modules/misc/timeline.ts; apps/api/src/modules/email/inbound.router.ts,Timeline integration tests + email matching tests,4/6/8,,,0,,Continuous
IFC-246,AI Foundation,"Domain Model Lead 360 Alignment. Fix 4 HIGH issues: (1) Lead.toJSON() omits aiInsight, activities, notes, files, tasks relations - domain events carry incomplete snapshots [D1]. (2) qualify() only allows from NEW/CONTACTED but UI doesn't reflect this constraint [D2]. (3) LeadScoringChain throws unhandled error for unknown AI_PROVIDER [D3]. (4) AI scoring prompt only receives basic lead data, ignores activity count, engagement history, note count [D4]. Fix: Extend toJSON, expose allowed transitions, add provider fallback, enrich scoring prompt.",AI Specialist (STOA-Intelligence),,,Lead.toJSON() includes 360 fields; qualify() exposes valid-from-status list; LeadScoringChain gracefully handles unknown providers; scoring prompt includes 360 context; tests >=90%,Backlog,toJSON() includes 5 relation fields; scoring prompt includes >=3 360 data points,20,packages/domain/src/crm/lead/Lead.ts; packages/domain/src/crm/lead/LeadScore.ts; apps/ai-worker/src/chains/,Domain model tests + scoring chain tests,3/5/7,,,0,,Continuous
IFC-247,Core CRM,"Lead Detail Page Tests. Lead detail page (2200+ lines) has ZERO component tests [T1]. Also untested: addNote procedure [T4] and logActivity procedure [T5] added 2026-03-04. Write comprehensive tests: (1) Component render tests for all tabs (Overview, Activity, AI Insights, Lead IQ, Notes, Files, Emails, Tasks). (2) Mutation tests for addNote and logActivity. (3) Error state tests (404, 500, retry). (4) AI insight null-state rendering. (5) Activity feed toggle. Must cover 2026-03-04 wiring fixes.",Frontend Dev (STOA-Quality),,,Lead detail page test file exists with >=20 test cases; addNote mutation tested; logActivity mutation tested; error states tested; AI insight null-state tested; coverage >=90% for tested paths,Plan Complete,>=20 test cases; coverage >=90% for leads/[id]/page.tsx,18,apps/web/src/app/leads/[id]/__tests__/page.test.tsx,vitest run with coverage,4/6/8,2026-06-29,,50,,Continuous
IFC-248,Core CRM,"Lead List & Create Page Tests. Two major pages with ZERO tests: (1) Lead list page with filtering, sorting, bulk operations, saved views [T2]. (2) Lead create page (1029 lines) with BANT fields, source handling, validation [T3]. Also test: (3) Role-based filtering (ADMIN sees all, others see own) [T7]. (4) Bulk operations UI (score, convert, archive, delete) [T8]. Write component tests covering happy path, error states, and edge cases.",Frontend Dev (STOA-Quality),,,"Lead list test file with >=15 cases (filter, sort, bulk ops, role-based); Lead create test file with >=10 cases (BANT, validation, submission); coverage >=90%",Completed,>=25 total test cases across 2 files; coverage >=90%,18,apps/web/src/app/leads/(list)/__tests__/page.test.tsx; apps/web/src/app/leads/(list)/new/__tests__/page.test.tsx,vitest run with coverage,4/6/8,,,0,,Continuous
IFC-249,Core CRM,"Lead Edit Page Tests + E2E. Fix remaining test gaps: (1) Edit page onSuccess/onError callbacks untested, as any cast hides type errors [T9]. (2) No E2E tests for complete lead CRUD flow (create -> view -> edit -> delete) [T6]. Write: (1) Edit page component tests with mutation mocking. (2) Playwright E2E test for full lead lifecycle. E2E should cover: create lead with required fields, view on detail page, edit fields, archive/delete.",Frontend Dev (STOA-Quality),,,Edit page test file with >=8 cases; Playwright E2E test for lead CRUD lifecycle; edit page mutation callbacks covered; coverage >=90%,Backlog,>=8 edit page tests; 1 E2E test with >=5 assertions,20,apps/web/src/app/leads/[id]/edit/__tests__/page.test.tsx; tests/e2e/lead-crud.spec.ts,vitest run + playwright test,4/6/8,,,0,,Continuous
IFC-250,Core CRM,"Lead Event Pipeline - Persistent Outbox + Webhooks. Fix HIGH/LOW issues: (1) InMemoryEventBus loses all events on server restart - no persistent outbox pattern [W3]. (2) No webhook handlers for lead events - external systems cannot subscribe [W9]. Fix: Implement transactional outbox pattern for lead domain events (LeadCreatedEvent, LeadQualifiedEvent, etc.). Add webhook dispatch for lead events. Ensure event ordering and at-least-once delivery.",Backend Dev (STOA-Domain),,,Lead events persisted to outbox table; outbox processor dispatches to webhook subscribers; events survive server restart; at-least-once delivery guaranteed; webhook payload schema documented; tests >=90%,Backlog,0 events lost on restart; webhook delivery latency <5s,22,apps/api/src/container.ts; apps/api/src/webhooks/handler.ts; packages/db/prisma/schema.prisma,Outbox integration tests + webhook delivery tests,6/8/12,,,0,,Continuous
IFC-251,Core CRM,"Lead CSV Import/Export. Add bulk import and export for leads [W8]. Import: CSV upload with validation, duplicate detection, field mapping UI, error report. Export: CSV and JSON formats, filtered export (current view), all-fields export. Common CRM feature needed for data migration and reporting. Also cleanup: Prisma schema backslash comments to standard // format [S12].",Frontend Dev (STOA-Quality),,,CSV import with validation UI and error report; CSV/JSON export with filter support; Prisma comments standardized; import handles duplicates gracefully; tests >=90%,Backlog,Import handles >=1000 rows; export completes <5s for 10K leads,24,apps/web/src/app/leads/(list)/; apps/api/src/modules/lead/lead.router.ts,Import/export integration tests,6/8/12,,,0,,Continuous
IFC-252,Core CRM,Contact Router Security — Tenant Isolation Fixes. CRITICAL: (1) search procedure has no createTenantWhereClause — cross-tenant search by name/email (R-02). (2) logActivity transaction uses raw ctx.prisma with no tenantId in WHERE — cross-tenant update (R-03). (3) bulkEmail/bulkExport no tenant filter — email exfiltration via guessed UUIDs (R-04). (4) stats ignores typedCtx tenant — no tenantId boundary (R-05). (5) getById/getByEmail double-fetch through unscoped domain repo (R-06). Cross-ref: R-01 (prismaWithTenant raw) is cross-cutting and shared with IFC-237. Audit: docs/audit/contact-detail-wiring-audit.md §15.,Backend Dev (STOA-Domain),,FILE:docs/audit/contact-detail-wiring-audit.md,All contact router procedures use createTenantWhereClause; logActivity transaction uses prismaWithTenant; search/bulkEmail/bulkExport tenant-scoped; getById/getByEmail cross-check tenantId; tests >=90%,Completed,Zero cross-tenant data leaks in contact procedures,16,ARTIFACT:apps/api/src/modules/contact/contact.router.ts,VALIDATE:pnpm test --filter @intelliflow/api,120/240/480,2026-03-12,2026-03-12,100,,
IFC-253,Core CRM,Contact Detail NaN Fix + Auth Guard + Status Enum. CRITICAL: (1) NaN% division by zero — emailsOpened/emailsSent at line 1319 renders 'NaN%' when emailsSent=0 (F-01). (2) Create contact page missing useRequireAuth() — unauthenticated access (F-07). (3) Status enum truncated to 3 values in ContactList/ContactCard (ACTIVE/INACTIVE/ARCHIVED) but create form allows 6 values — unknown status crashes detail page statusConfig (F-08). Audit: docs/audit/contact-detail-wiring-audit.md §16.,Frontend Dev (STOA-Quality),,FILE:docs/audit/contact-detail-wiring-audit.md,Open Rate handles 0/0 gracefully; create page has useRequireAuth; ContactStatusBadge handles all 5 domain statuses with fallback; tests >=90%,Completed,No NaN renders; auth guard on create; no crash on unknown status,16,ARTIFACT:apps/web/src/app/contacts/[id]/page.tsx;ARTIFACT:apps/web/src/app/contacts/(list)/new/page.tsx;ARTIFACT:apps/web/src/components/contacts/ContactCard.tsx;ARTIFACT:apps/web/src/components/contacts/ContactList.tsx;ARTIFACT:apps/web/src/app/contacts/[id]/page.tsx,VALIDATE:pnpm test --filter @intelliflow/web,60/120/240,,,100,2026-03-12,2026-03-13
IFC-254,Core CRM,"Contact Router Data Integrity Fixes. (1) Raw SQL in getTimeline has no tenant filter and .catch(() => []) swallows errors (R-09). (2) sortBy accepts arbitrary strings — enum whitelist needed (R-10). (3) filterOptions ignores status input (R-12). (4) contactListResponseSchema uses 'data' key but router returns 'contacts' (D-03). (5) phone non-nullable in response schema but mapper returns null (D-08/R-14). Audit: docs/audit/contact-detail-wiring-audit.md §15,§18.",Backend Dev (STOA-Domain),,FILE:docs/audit/contact-detail-wiring-audit.md,getTimeline has tenant filter and proper error handling; sortBy uses enum whitelist; filterOptions respects input; schema keys match router response; phone schema nullable; tests >=90%,Completed,Zero data integrity issues in contact router,16,ARTIFACT:apps/api/src/modules/contact/contact.router.ts;ARTIFACT:packages/validators/src/contact.ts,VALIDATE:pnpm test --filter @intelliflow/api,60/120/240,2026-03-15,2026-03-16,100,SPEC:.specify/sprints/sprint-16/specifications/IFC-254-spec.md;PLAN:.specify/sprints/sprint-16/planning/IFC-254-plan.md,
IFC-255,Core CRM,"Contact Audit Logging. (1) Zero audit logging in all 14 contact router procedures — no ctx.security.auditLogger calls (R-07). (2) Audit event handler PascalCase keys (ContactCreated/Updated/Deleted) don't match domain dot-notation (contact.created/updated) — 5 event types unmapped (D-06). Violates IFC-098 audit requirement. Audit: docs/audit/contact-detail-wiring-audit.md §15,§18.",Backend Dev (STOA-Domain),,FILE:docs/audit/contact-detail-wiring-audit.md,All contact CRUD procedures emit audit events; event handler maps all 8 contact event types; audit trail for create/update/delete/bulk ops; tests >=90%,Completed,14/14 contact procedures emit audit events,18,ARTIFACT:apps/api/src/modules/contact/contact.router.ts;ARTIFACT:apps/api/src/security/audit-event-handler.ts,VALIDATE:pnpm test --filter @intelliflow/api,120/240/480,,,0,,
IFC-256,Core CRM,"Contact Detail Hardcoded Tabs — Tickets & Documents. (1) Tickets tab fully hardcoded with 'TKT-1234' and static timestamp (F-02, F-21). ContactWithRelations has no tickets relation. Tab badge hardcoded to 0. (2) Documents tab hardcoded with 2 static PDFs — apiContact.documents data exists in interface but is completely ignored (F-03). Need: wire tickets via TicketService query, wire documents from apiContact.documents or file infrastructure. Audit: docs/audit/contact-detail-wiring-audit.md §5,§9,§16.",Frontend Dev (STOA-Quality),,FILE:docs/audit/contact-detail-wiring-audit.md,Tickets tab shows real data from API (or proper empty state); Documents tab renders apiContact.documents; tab badges dynamic; no hardcoded data; tests >=90%,Completed,Zero hardcoded data in Tickets and Documents tabs,18,ARTIFACT:apps/web/src/app/contacts/[id]/page.tsx,VALIDATE:pnpm test --filter @intelliflow/web,120/240/480,2026-06-10,2026-06-10,100,,
IFC-257,Core CRM,"Contact Detail Action Button Wiring. 18 buttons without onClick handlers: Email (1133), Log Call (1139), Log Activity submit (1426), Add Deal (1872), Create Ticket (1917), Upload (1958), Add Note (2007, 2214), View Map (1341), Play Recording (969), Download (1039), Reply/React/Add Note/Share activity actions (1076-1099), toolbar buttons (1410/1415/1420). Zero useMutation calls on entire page (F-04, F-05, F-06, F-23). Need: add logActivity mutation, wire compose/call to existing components, wire action buttons. Audit: docs/audit/contact-detail-wiring-audit.md §11,§16.",Frontend Dev (STOA-Quality),,FILE:docs/audit/contact-detail-wiring-audit.md,Log Activity wired to mutation; Email opens EmailCompose sheet; Add Note wired to addNote mutation; Add Deal navigates to deals/new; activity action buttons functional or removed; tests >=90%,In Progress,>=12 buttons wired to real actions; >=2 useMutation calls on page,18,ARTIFACT:apps/web/src/app/contacts/[id]/page.tsx,VALIDATE:pnpm test --filter @intelliflow/web,240/480/960,2026-06-13,2026-06-13,80,,
IFC-258,Core CRM,"Contact Frontend Consistency — Avatars, Owner Title, Confidence. (1) Default avatars are Unsplash stranger photos — replace with initials-based generated avatar (F-09). (2) Owner title hardcoded 'Account Executive' — map from owner.role like lead detail (F-16). (3) Confidence hardcoded 0.85 for churnRisk and nextBestAction — use API data (F-17). (4) quietPeriodAlert always null (F-22). (5) ContactForm duplicated between create and edit (F-24). Audit: docs/audit/contact-detail-wiring-audit.md §16.",Frontend Dev (STOA-Quality),,FILE:docs/audit/contact-detail-wiring-audit.md,Avatar uses initials fallback; owner title from role; confidence from API; shared ContactForm component; tests >=90%,Backlog,Zero hardcoded fallback values in contact detail,20,ARTIFACT:apps/web/src/app/contacts/[id]/page.tsx;ARTIFACT:apps/web/src/components/contacts/ContactForm.tsx,VALIDATE:pnpm test --filter @intelliflow/web,120/240/480,,,0,,
IFC-259,Core CRM,"Contact Dead UI Fields & Unused Components. (1) location/timezone always empty (F-10). (2) isOnline/isVIP always false — dead badges (F-11). (3) tags always empty array (F-12). (4) ContactDetail.tsx component unused by page — 597 lines with tests but never imported (F-14). (5) ContactCard.tsx unused by list page (F-28). (6) emailsOpened always 0 (F-20). Decision needed: wire to real data, show placeholder states, or remove dead UI. Audit: docs/audit/contact-detail-wiring-audit.md §16.",Frontend Dev (STOA-Quality),,FILE:docs/audit/contact-detail-wiring-audit.md,Dead UI fields either wired to real data or removed with proper empty states; unused components either integrated or deleted; tests >=90%,Backlog,Zero dead UI fields rendering fake values,20,ARTIFACT:apps/web/src/app/contacts/[id]/page.tsx;ARTIFACT:apps/web/src/components/contacts/ContactDetail.tsx;ARTIFACT:apps/web/src/components/contacts/ContactCard.tsx,VALIDATE:pnpm test --filter @intelliflow/web,120/240/480,,,0,,
IFC-260,Core CRM,"Contact Domain Model Fixes. (1) reconstitute() silently substitutes unknown@unknown.com for invalid emails — should Result.fail or throw (D-01). (2) mergeContacts no cross-tenant check — linkToLead correctly checks but merge doesn't (D-02). (3) No ContactDeletedEvent — deleteContact publishes no events, audit handler has mapping but event never emitted (D-04). (4) No ContactEmailChangedEvent — old email not captured in generic ContactUpdatedEvent (D-05). (5) Tags update always emits event without deep equality check (D-07). Audit: docs/audit/contact-detail-wiring-audit.md §18.",Backend Dev (STOA-Domain),,FILE:docs/audit/contact-detail-wiring-audit.md,reconstitute throws on invalid email; mergeContacts checks tenantId; ContactDeletedEvent and ContactEmailChangedEvent added; tags uses deep equality; tests >=90%,Backlog,Domain model passes all invariant tests; zero silent data corruption,20,ARTIFACT:packages/domain/src/crm/contact/Contact.ts;ARTIFACT:packages/domain/src/crm/contact/ContactEvents.ts;ARTIFACT:packages/application/src/services/ContactService.ts,VALIDATE:pnpm test --filter @intelliflow/domain --filter @intelliflow/application,120/240/480,,,0,,
IFC-261,Core CRM,"Contact Event Pipeline — Worker Handlers + Event Types. (1) Zero contact event handlers in events worker (W-02). (2) Only 2/8 contact event types in DOMAIN_EVENT_TYPES — missing deleted, account_associated, account_disassociated, converted_from_lead, linked_to_lead, interacted (W-04). (3) No webhook routing for contact events (W-05). (4) No notifications for contact events (W-11). Cross-ref: W-01 (InMemoryEventBus) shared with IFC-250. Audit: docs/audit/contact-detail-wiring-audit.md §17.",Backend Dev (STOA-Domain),,FILE:docs/audit/contact-detail-wiring-audit.md,Events worker has handlers for all 8 contact event types; DOMAIN_EVENT_TYPES updated; webhook routing for contact events; notification handlers for key events; tests >=90%,Backlog,8/8 contact event types handled; webhook delivery <500ms,22,ARTIFACT:apps/workers/events-worker/src/main.ts;ARTIFACT:apps/workers/events-worker/src/outbox/event-dispatcher.ts,VALIDATE:pnpm test --filter @intelliflow/events-worker,120/240/480,,,0,,
